area,title,size_m2,price_jod,price_per_m2,url
دير غبار,شقة 174 متر مفروشة في دير غبار,174,99000,569,https://qoshan.com/property/%d8%b4%d9%82%d8%a9-174-%d9%85%d8%aa%d8%b1-%d9%85%d9%81%d8%b1%d9%88%d8%b4%d8%a9-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1/
دير غبار,دوبلكس 310م بتشطيبات خاصة في دير غبار,310,300000,968,https://qoshan.com/property/%d8%af%d9%88%d8%a8%d9%84%d9%83%d8%b3-310%d9%85-%d8%a8%d8%aa%d8%b4%d8%b7%d9%8a%d8%a8%d8%a7%d8%aa-%d8%ae%d8%a7%d8%b5%d8%a9-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1/
دير غبار,شقق 155م بمواصفات خاصة في دير غبار,155,155000,1000,https://qoshan.com/property/%d8%b4%d9%82%d9%82-155%d9%85-%d8%a8%d9%85%d9%88%d8%a7%d8%b5%d9%81%d8%a7%d8%aa-%d8%ae%d8%a7%d8%b5%d8%a9-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1/
دير غبار,شقة طابقية طابق أول 264م في دير غبار,264,165000,625,https://qoshan.com/property/%d8%b4%d9%82%d8%a9-%d8%b7%d8%a7%d8%a8%d9%82%d9%8a%d8%a9-%d8%b7%d8%a7%d8%a8%d9%82-%d8%a3%d9%88%d9%84-264%d9%85-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1/
دير غبار,شقة شبه أرضي مع مدخل خاص و تراس في دير غبار,170,150000,882,https://qoshan.com/property/%d8%b4%d9%82%d8%a9-%d8%b4%d8%a8%d9%87-%d8%a3%d8%b1%d8%b6%d9%8a-%d9%85%d8%b9-%d9%85%d8%af%d8%ae%d9%84-%d8%ae%d8%a7%d8%b5-%d9%88-%d8%aa%d8%b1%d8%a7%d8%b3-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8/
دير غبار,شقة 280م بموقع مميز في دير غبار للبيع,,250000,,https://qoshan.com/property/%d8%b4%d9%82%d8%a9-280%d9%85-%d8%a8%d9%85%d9%88%d9%82%d8%b9-%d9%85%d9%85%d9%8a%d8%b2-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1-%d9%84%d9%84%d8%a8%d9%8a%d8%b9/
دير غبار,طابق أخير 209 م مع رووف بإطلالة فخمة في دير غبار,209,240000,1148,https://qoshan.com/property/%d8%b7%d8%a7%d8%a8%d9%82-%d8%a3%d8%ae%d9%8a%d8%b1-209-%d9%85-%d9%85%d8%b9-%d8%b1%d9%88%d9%88%d9%81-%d8%a8%d8%a5%d8%b7%d9%84%d8%a7%d9%84%d8%a9-%d9%81%d8%ae%d9%85%d8%a9-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1/
دير غبار,شقة 180م مفروشة بالكامل في دير غبار,180,125000,694,https://qoshan.com/property/%d8%b4%d9%82%d8%a9-180%d9%85-%d9%85%d9%81%d8%b1%d9%88%d8%b4%d8%a9-%d8%a8%d8%a7%d9%84%d9%83%d8%a7%d9%85%d9%84-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1/
دير غبار,شقة استثمارية للبيع في دير غبار,88,75000,852,https://qoshan.com/property/%d8%b4%d9%82%d8%a9-%d8%a7%d8%b3%d8%aa%d8%ab%d9%85%d8%a7%d8%b1%d9%8a%d8%a9-%d9%84%d9%84%d8%a8%d9%8a%d8%b9-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1/
دير غبار,طابق أخير 180م مع رووف في دير غبار,180,198000,1100,https://qoshan.com/property/%d8%b7%d8%a7%d8%a8%d9%82-%d8%a3%d8%ae%d9%8a%d8%b1-180%d9%85-%d9%85%d8%b9-%d8%b1%d9%88%d9%88%d9%81-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1/
دير غبار,شقق أرضية بمساحات مختلفة في دير غبار,230,249000,1083,https://qoshan.com/property/%d8%b4%d9%82%d9%82-%d8%a3%d8%b1%d8%b6%d9%8a%d8%a9-%d8%a8%d9%85%d8%b3%d8%a7%d8%ad%d8%a7%d8%aa-%d9%85%d8%ae%d8%aa%d9%84%d9%81%d8%a9-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1/
دير غبار,شقق 4 نوم بسعر مميز في دير غبار,230,150000,652,https://qoshan.com/property/%d8%b4%d9%82%d9%82-4-%d9%86%d9%88%d9%85-%d8%a8%d8%b3%d8%b9%d8%b1-%d9%85%d9%85%d9%8a%d8%b2-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1/
دير غبار,فيلا مجددة بالكامل ومفروشة فرش فاخر  في دير غبار,380,550000,1447,https://qoshan.com/property/%d9%81%d9%8a%d9%84%d8%a7-%d9%85%d8%ac%d8%af%d8%af%d8%a9-%d8%a8%d8%a7%d9%84%d9%83%d8%a7%d9%85%d9%84-%d9%88%d9%85%d9%81%d8%b1%d9%88%d8%b4%d8%a9-%d9%81%d8%b1%d8%b4-%d9%81%d8%a7%d8%ae%d8%b1-%d9%81/
دير غبار,شقق مميزة ومساحات مختلفة في دير غبار,,,,https://qoshan.com/property/%d8%b4%d9%82%d9%82-%d9%85%d9%85%d9%8a%d8%b2%d8%a9-%d9%88%d9%85%d8%b3%d8%a7%d8%ad%d8%a7%d8%aa-%d9%85%d8%ae%d8%aa%d9%84%d9%81%d8%a9-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1/
دير غبار,أخير مع رووف في موقع حيوي في دير غبار,150,170000,1133,https://qoshan.com/property/%d8%a3%d8%ae%d9%8a%d8%b1-%d9%85%d8%b9-%d8%b1%d9%88%d9%88%d9%81-%d9%81%d9%8a-%d9%85%d9%88%d9%82%d8%b9-%d8%ad%d9%8a%d9%88%d9%8a-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1/
دير غبار,240م مع مساحات خارجية بمواصفات خاصة في دير غبار,240,240000,1000,https://qoshan.com/property/%d8%b4%d9%82%d9%82-%d8%b4%d8%a8%d9%87-%d8%a3%d8%b1%d8%b6%d9%8a%d8%a9-%d8%a8%d9%85%d9%88%d8%a7%d8%b5%d9%81%d8%a7%d8%aa-%d8%ae%d8%a7%d8%b5%d8%a9-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1/
دير غبار,شقق طابقية 330م للبيع في دير غبار,330,270000,818,https://qoshan.com/property/%d8%b4%d9%82%d9%82-%d8%b7%d8%a7%d8%a8%d9%82%d9%8a%d8%a9-330%d9%85-%d9%84%d9%84%d8%a8%d9%8a%d8%b9-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1/
دير غبار,شقة ارضية مع حديقة مميزة  في دير غبار,,220000,,https://qoshan.com/property/%d8%b4%d9%82%d8%a9-%d8%a7%d8%b1%d8%b6%d9%8a%d8%a9-%d9%85%d8%b9-%d8%ad%d8%af%d9%8a%d9%82%d8%a9-%d9%85%d9%85%d9%8a%d8%b2%d8%a9-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1/
دير غبار,شقة 204 متر مع حديقة 200 متر في دير غبار,204,160000,784,https://qoshan.com/property/%d8%b4%d9%82%d8%a9-204-%d9%85%d8%aa%d8%b1-%d9%85%d8%b9-%d8%ad%d8%af%d9%8a%d9%82%d8%a9-200-%d9%85%d8%aa%d8%b1-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1/
دير غبار,شقق 75 متر و 145 متر في دير غبار,,,,https://qoshan.com/property/%d8%b4%d9%82%d9%82-75-%d9%85%d8%aa%d8%b1-%d9%88-145-%d9%85%d8%aa%d8%b1-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1/
دير غبار,شقة ارضية مع حديقة في دير غبار,180,195000,1083,https://qoshan.com/property/%d8%b4%d9%82%d8%a9-%d8%a7%d8%b1%d8%b6%d9%8a%d8%a9-%d9%85%d8%b9-%d8%ad%d8%af%d9%8a%d9%82%d8%a9-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1/
دير غبار,شقة طابق ارضي للبيع في ديرغبار مساحتها 180 متر مع حديقة 150 متر,,210000,,https://qoshan.com/property/%d8%b4%d9%82%d8%a9-%d8%b7%d8%a7%d8%a8%d9%82-%d8%a7%d8%b1%d8%b6%d9%8a-%d9%84%d9%84%d8%a8%d9%8a%d8%b9-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1%d8%ba%d8%a8%d8%a7%d8%b1-%d9%85%d8%b3%d8%a7%d8%ad%d8%aa%d9%87%d8%a7-1/
دير غبار,شقق مميزة تحت الأنشاء في دير غبار,,,,https://qoshan.com/property/%d8%b4%d9%82%d9%82-%d9%85%d9%85%d9%8a%d8%b2%d8%a9-%d8%aa%d8%ad%d8%aa-%d8%a7%d9%84%d8%a3%d9%86%d8%b4%d8%a7%d8%a1-%d9%81%d9%8a-%d8%af%d9%8a%d8%b1-%d8%ba%d8%a8%d8%a7%d8%b1/
حي الكرسي,شقق 3-4 نوم بتشطيبات خاصة في حي الكرسي,,,,https://qoshan.com/property/%d8%b4%d9%82%d9%82-3-4-%d9%86%d9%88%d9%85-%d8%a8%d8%aa%d8%b4%d8%b7%d9%8a%d8%a8%d8%a7%d8%aa-%d8%ae%d8%a7%d8%b5%d8%a9-%d9%81%d9%8a-%d8%ad%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,شقة 235متر بإطلالة مميزة في حي الكرسي,235,170000,723,https://qoshan.com/property/%d8%b4%d9%82%d8%a9-235%d9%85%d8%aa%d8%b1-%d8%a8%d8%a5%d8%b7%d9%84%d8%a7%d9%84%d8%a9-%d9%85%d9%85%d9%8a%d8%b2%d8%a9-%d9%81%d9%8a-%d8%ad%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,شقق مميزة 4 نوم في الكرسي,,,,https://qoshan.com/property/%d8%b4%d9%82%d9%82-%d9%85%d9%85%d9%8a%d8%b2%d8%a9-4-%d9%86%d9%88%d9%85-%d9%81%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,فيلا متلاصقة 720م للبيع في الكرسي,720,530000,736,https://qoshan.com/property/%d9%81%d9%8a%d9%84%d8%a7-%d9%85%d8%aa%d9%84%d8%a7%d8%b5%d9%82%d8%a9-720%d9%85-%d9%84%d9%84%d8%a8%d9%8a%d8%b9-%d9%81%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,3 نوم بسعر ممتاز في الكرسي,,165000,,https://qoshan.com/property/3-%d9%86%d9%88%d9%85-%d8%a8%d8%b3%d8%b9%d8%b1-%d9%85%d9%85%d8%aa%d8%a7%d8%b2-%d9%81%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,طابق ثاني 170متر بسعر ممتاز في حي الكرسي,170,118000,694,https://qoshan.com/property/%d8%b7%d8%a7%d8%a8%d9%82-%d8%ab%d8%a7%d9%86%d9%8a-170%d9%85%d8%aa%d8%b1-%d8%a8%d8%b3%d8%b9%d8%b1-%d9%85%d9%85%d8%aa%d8%a7%d8%b2-%d9%81%d9%8a-%d8%ad%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,شقق 4 نوم في ارقى احياء الكرسي,,,,https://qoshan.com/property/%d8%b4%d9%82%d9%82-4-%d9%86%d9%88%d9%85-%d9%81%d9%8a-%d8%a7%d8%b1%d9%82%d9%89-%d8%a7%d8%ad%d9%8a%d8%a7%d8%a1-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,طابق ثالث 195م للبيع في أفضل مواقع الكرسي,195,187000,959,https://qoshan.com/property/%d8%b7%d8%a7%d8%a8%d9%82-%d8%ab%d8%a7%d9%84%d8%ab-195%d9%85-%d9%84%d9%84%d8%a8%d9%8a%d8%b9-%d9%81%d9%8a-%d8%a3%d9%81%d8%b6%d9%84-%d9%85%d9%88%d8%a7%d9%82%d8%b9-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,شقق 4 نوم بمواصفات عالية في حي الكرسي,,,,https://qoshan.com/property/%d8%b4%d9%82%d9%82-4-%d9%86%d9%88%d9%85-%d8%a8%d9%85%d9%88%d8%a7%d8%b5%d9%81%d8%a7%d8%aa-%d8%b9%d8%a7%d9%84%d9%8a%d8%a9-%d9%81%d9%8a-%d8%ad%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,ڤيلا متلاصقة بأعلى المواصفات وأرقى مناطق الكرسي,627,950000,1515,https://qoshan.com/property/%da%a4%d9%8a%d9%84%d8%a7-%d9%85%d8%aa%d9%84%d8%a7%d8%b5%d9%82%d8%a9-%d8%a8%d8%a3%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d9%85%d9%88%d8%a7%d8%b5%d9%81%d8%a7%d8%aa-%d9%88%d8%a3%d8%b1%d9%82%d9%89-%d9%85%d9%86/
حي الكرسي,رووف 4 نوم بمواصفات خاصة في حي الكرسي,250,315000,1260,https://qoshan.com/property/%d8%b1%d9%88%d9%88%d9%81-4-%d9%86%d9%88%d9%85-%d8%a8%d9%85%d9%88%d8%a7%d8%b5%d9%81%d8%a7%d8%aa-%d8%ae%d8%a7%d8%b5%d8%a9-%d9%81%d9%8a-%d8%ad%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,160م مع حديقة وبسعر مميز في حي الكرسي,180,78000,433,https://qoshan.com/property/160%d9%85-%d9%85%d8%b9-%d8%ad%d8%af%d9%8a%d9%82%d8%a9-%d9%88%d8%a8%d8%b3%d8%b9%d8%b1-%d9%85%d9%85%d9%8a%d8%b2-%d9%81%d9%8a-%d8%ad%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,ڤيلا متلاصقة للبيع في حي الكرسي,520,470000,904,https://qoshan.com/property/%da%a4%d9%8a%d9%84%d8%a7-%d9%85%d8%aa%d9%84%d8%a7%d8%b5%d9%82%d8%a9-%d9%84%d9%84%d8%a8%d9%8a%d8%b9-%d9%81%d9%8a-%d8%ad%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,فيلا متلاصقة 413م في الكرسي للبيع,,360000,,https://qoshan.com/property/%d9%81%d9%8a%d9%84%d8%a7-%d9%85%d8%aa%d9%84%d8%a7%d8%b5%d9%82%d8%a9-400%d9%85-%d9%81%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a-%d9%84%d9%84%d8%a8%d9%8a%d8%b9/
حي الكرسي,شقق أرضية 4 نوم بأرقى أحياء الكرسي,220,235000,1068,https://qoshan.com/property/%d8%b4%d9%82%d9%82-%d8%a3%d8%b1%d8%b6%d9%8a%d8%a9-4-%d9%86%d9%88%d9%85-%d8%a8%d8%a3%d8%b1%d9%82%d9%89-%d8%a3%d8%ad%d9%8a%d8%a7%d8%a1-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,شقة 189م بسعر ممتاز في حي الكرسي,,125000,,https://qoshan.com/property/%d8%b4%d9%82%d8%a9-3-%d9%86%d9%88%d9%85-%d8%a8%d8%b3%d8%b9%d8%b1-%d9%85%d9%85%d8%aa%d8%a7%d8%b2-%d9%81%d9%8a-%d8%ad%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,شقق 4 نوم في أرقى مناطق حي الكرسي,220,225000,1023,https://qoshan.com/property/%d8%b4%d9%82%d9%82-4-%d9%86%d9%88%d9%85-%d9%81%d9%8a-%d8%a3%d8%b1%d9%82%d9%89-%d9%85%d9%86%d8%a7%d8%b7%d9%82-%d8%ad%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,شبه أرضي 4 نوم مع حديقة مميزة في حي الكرسي,240,230000,958,https://qoshan.com/property/%d8%b4%d8%a8%d9%87-%d8%a3%d8%b1%d8%b6%d9%8a-4-%d9%86%d9%88%d9%85-%d9%85%d8%b9-%d8%ad%d8%af%d9%8a%d9%82%d8%a9-%d9%85%d9%85%d9%8a%d8%b2%d8%a9-%d9%81%d9%8a-%d8%ad%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3/
حي الكرسي,شقق مميزة 190 متر في الكرسي,190,,,https://qoshan.com/property/%d8%b4%d9%82%d9%82-%d9%85%d9%85%d9%8a%d8%b2%d8%a9-190-%d9%85%d8%aa%d8%b1-%d9%81%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,شقة طابق اول 210م في اجمل احياء الكرسي,210,150000,714,https://qoshan.com/property/%d8%b4%d9%82%d8%a9-%d8%b7%d8%a7%d8%a8%d9%82-%d8%a7%d9%88%d9%84-210%d9%85-%d9%81%d9%8a-%d8%a7%d8%ac%d9%85%d9%84-%d8%a7%d8%ad%d9%8a%d8%a7%d8%a1-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,شقق مميزة في موقع هادئ في منطقة  الكرسي,210,,,https://qoshan.com/property/%d8%b4%d9%82%d9%82-%d9%85%d9%85%d9%8a%d8%b2%d8%a9-%d9%81%d9%8a-%d9%85%d9%88%d9%82%d8%b9-%d9%87%d8%a7%d8%af%d8%a6-%d9%81%d9%8a-%d9%85%d9%86%d8%b7%d9%82%d8%a9-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,شقة طابق أول مع تراس في حي الكرسي,150,120000,800,https://qoshan.com/property/%d8%b4%d9%82%d8%a9-%d8%b7%d8%a7%d8%a8%d9%82-%d8%a3%d9%88%d9%84-%d9%85%d8%b9-%d8%aa%d8%b1%d8%a7%d8%b3-%d9%81%d9%8a-%d8%ad%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,شقق مميزة للبيع بمساحة 170 متر في الكرسي,170,,,https://qoshan.com/property/%d8%b4%d9%82%d9%82-%d9%85%d9%85%d9%8a%d8%b2%d8%a9-%d9%84%d9%84%d8%a8%d9%8a%d8%b9-%d8%a8%d9%85%d8%b3%d8%a7%d8%ad%d8%a9-170-%d9%85%d8%aa%d8%b1-%d9%81%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,فيلا فخمة للبيع في منطقة الكرسي,,650000,,https://qoshan.com/property/%d9%81%d9%8a%d9%84%d8%a7-%d9%81%d8%ae%d9%85%d8%a9-%d9%84%d9%84%d8%a8%d9%8a%d8%b9-%d9%81%d9%8a-%d9%85%d9%86%d8%b7%d9%82%d8%a9-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,شقق 200 متر في الكرسي,,,,https://qoshan.com/property/%d8%b4%d9%82%d9%82-200-%d9%85%d8%aa%d8%b1-%d9%81%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,فيلا متلاصقة فاخرة للبيع  520 متر,,580000,,https://qoshan.com/property/%d9%81%d9%8a%d9%84%d8%a7-%d9%85%d8%aa%d9%84%d8%a7%d8%b5%d9%82%d8%a9-%d9%81%d8%a7%d8%ae%d8%b1%d8%a9-%d9%84%d9%84%d8%a8%d9%8a%d8%b9-520-%d9%85%d8%aa%d8%b1/
حي الكرسي,شقةتسوية بالكرسي 300 متر في الكرسي,,,,https://qoshan.com/property/%d8%b4%d9%82%d8%a9%d8%aa%d8%b3%d9%88%d9%8a%d8%a9-%d8%a8%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a-300-%d9%85%d8%aa%d8%b1-%d9%81%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a/
حي الكرسي,فلل في الكرسي للبيع,,,,https://qoshan.com/property/%d9%81%d9%84%d9%84-%d9%81%d9%8a-%d8%a7%d9%84%d9%83%d8%b1%d8%b3%d9%8a-%d9%84%d9%84%d8%a8%d9%8a%d8%b9/
الظهير,شقق 4 نوم قيد الإنشاء بأجمل مواقع الظهير,,,,https://qoshan.com/property/%d8%b4%d9%82%d9%82-4-%d9%86%d9%88%d9%85-%d9%82%d9%8a%d8%af-%d8%a7%d9%84%d8%a5%d9%86%d8%b4%d8%a7%d8%a1-%d8%a8%d8%a3%d8%ac%d9%85%d9%84-%d9%85%d9%88%d8%a7%d9%82%d8%b9-%d8%a7%d9%84%d8%b8%d9%87%d9%8a%d8%b1/
الظهير,رووف طابقي 3 نوم بموقع مميز في الظهير,,285000,,https://qoshan.com/property/%d8%b1%d9%88%d9%88%d9%81-%d8%b7%d8%a7%d8%a8%d9%82%d9%8a-3-%d9%86%d9%88%d9%85-%d8%a8%d9%85%d9%88%d9%82%d8%b9-%d9%85%d9%85%d9%8a%d8%b2-%d9%81%d9%8a-%d8%a7%d9%84%d8%b8%d9%87%d9%8a%d8%b1/
الظهير,شقة 211م ضمن مجمع سكني فندقي للبيع,211,310000,1469,https://qoshan.com/property/%d8%b4%d9%82%d8%a9-211%d9%85-%d8%b6%d9%85%d9%86-%d9%85%d8%ac%d9%85%d8%b9-%d8%b3%d9%83%d9%86%d9%8a-%d9%81%d9%86%d8%af%d9%82%d9%8a-%d9%84%d9%84%d8%a8%d9%8a%d8%b9/
الظهير,شقة 245م بأجمل مناطق الظهير بسعر ممتاز,245,180000,735,https://qoshan.com/property/%d8%b4%d9%82%d8%a9-245%d9%85-%d8%a8%d8%a3%d8%ac%d9%85%d9%84-%d9%85%d9%86%d8%a7%d8%b7%d9%82-%d8%a7%d9%84%d8%b8%d9%87%d9%8a%d8%b1-%d8%a8%d8%b3%d8%b9%d8%b1-%d9%85%d9%85%d8%aa%d8%a7%d8%b2/
الظهير,مشروع ڤلل متلاصقة في الظهير,355,,,https://qoshan.com/property/%d9%85%d8%b4%d8%b1%d9%88%d8%b9-%da%a4%d9%84%d9%84-%d9%85%d8%aa%d9%84%d8%a7%d8%b5%d9%82%d8%a9-%d9%81%d9%8a-%d8%a7%d9%84%d8%b8%d9%87%d9%8a%d8%b1/
الظهير,ڤلل متلاصقة فخمة بأعلى المواصفات في الظهير,550,720000,1309,https://qoshan.com/property/%da%a4%d9%84%d9%84-%d9%85%d8%aa%d9%84%d8%a7%d8%b5%d9%82%d8%a9-%d9%81%d8%ae%d9%85%d8%a9-%d8%a8%d8%a3%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d9%85%d9%88%d8%a7%d8%b5%d9%81%d8%a7%d8%aa-%d9%81%d9%8a-%d8%a7%d9%84/
الظهير,فيلا مستقلة مميزة ذات إطلالة خلابة في الظهير,,1200000,,https://qoshan.com/property/%d9%81%d9%8a%d9%84%d8%a7-%d9%85%d8%b3%d8%aa%d9%82%d9%84%d8%a9-%d9%85%d9%85%d9%8a%d8%b2%d8%a9-%d8%b0%d8%a7%d8%aa-%d8%a5%d8%b7%d9%84%d8%a7%d9%84%d8%a9-%d8%ae%d9%84%d8%a7%d8%a8%d8%a9-%d9%81%d9%8a-%d8%a7/
الظهير,شقق طابقية 446م بمواصفات خاصة في الظهير,,,,https://qoshan.com/property/%d8%b4%d9%82%d9%82-%d8%b7%d8%a7%d8%a8%d9%82%d9%8a%d8%a9-446%d9%85-%d8%a8%d9%85%d9%88%d8%a7%d8%b5%d9%81%d8%a7%d8%aa-%d8%ae%d8%a7%d8%b5%d8%a9-%d9%81%d9%8a-%d8%a7%d9%84%d8%b8%d9%87%d9%8a%d8%b1/
الظهير,شقق 4 نوم في الطبقة بالقرب من الظهير,325,175000,538,https://qoshan.com/property/%d8%b4%d9%82%d9%82-4-%d9%86%d9%88%d9%85-%d9%81%d9%8a-%d8%a7%d9%84%d8%b7%d8%a8%d9%82%d8%a9-%d8%a8%d8%a7%d9%84%d9%82%d8%b1%d8%a8-%d9%85%d9%86-%d8%a7%d9%84%d8%b8%d9%87%d9%8a%d8%b1/
الظهير,شقة طابقية 265م مع حديقة كبيرة في الظهير,265,249000,940,https://qoshan.com/property/%d8%b4%d9%82%d8%a9-%d8%b7%d8%a7%d8%a8%d9%82%d9%8a%d8%a9-265%d9%85-%d9%85%d8%b9-%d8%ad%d8%af%d9%8a%d9%82%d8%a9-%d9%83%d8%a8%d9%8a%d8%b1%d8%a9-%d9%81%d9%8a-%d8%a7%d9%84%d8%b8%d9%87%d9%8a%d8%b1/
الظهير,مشروع ڤلل متلاصقة بأجمل مناطق الظهير,400,,,https://qoshan.com/property/%d9%85%d8%b4%d8%b1%d9%88%d8%b9-%da%a4%d9%84%d9%84-%d9%85%d8%aa%d9%84%d8%a7%d8%b5%d9%82%d8%a9-%d8%a8%d8%a3%d8%ac%d9%85%d9%84-%d9%85%d9%86%d8%a7%d8%b7%d9%82-%d8%a7%d9%84%d8%b8%d9%87%d9%8a%d8%b1/
الظهير,شقق أرضية 180م مميزة في الظهير,180,,,https://qoshan.com/property/%d8%b4%d9%82%d9%82-%d8%a3%d8%b1%d8%b6%d9%8a%d8%a9-180%d9%85-%d9%85%d9%85%d9%8a%d8%b2%d8%a9-%d9%81%d9%8a-%d8%a7%d9%84%d8%b8%d9%87%d9%8a%d8%b1/
الظهير,شقق بتشطيبات عالية بأجمل اطلالة في الظهير,190,,,https://qoshan.com/property/%d8%b4%d9%82%d9%82-%d8%a8%d8%aa%d8%b4%d8%b7%d9%8a%d8%a8%d8%a7%d8%aa-%d8%b9%d8%a7%d9%84%d9%8a%d8%a9-%d8%a8%d8%a3%d8%ac%d9%85%d9%84-%d8%a7%d8%b7%d9%84%d8%a7%d9%84%d8%a9-%d9%81%d9%8a-%d8%a7%d9%84%d8%b8/
الظهير,ڤلل مستقلة بإطلالة مميزة في الظهير,500,700000,1400,https://qoshan.com/property/%da%a4%d9%84%d9%84-%d9%85%d8%b3%d8%aa%d9%82%d9%84%d8%a9-%d8%a8%d8%a5%d8%b7%d9%84%d8%a7%d9%84%d8%a9-%d9%85%d9%85%d9%8a%d8%b2%d8%a9-%d9%81%d9%8a-%d8%a7%d9%84%d8%b8%d9%87%d9%8a%d8%b1/
الظهير,شقق فخمة في الظهير ضمن مشروع مسور ومحمي,220,,,https://qoshan.com/property/%d8%b4%d9%82%d9%82-%d9%81%d8%ae%d9%85%d8%a9-%d9%81%d9%8a-%d8%a7%d9%84%d8%b8%d9%87%d9%8a%d8%b1-%d8%b6%d9%85%d9%86-%d9%85%d8%b4%d8%b1%d9%88%d8%b9-%d9%85%d8%b3%d9%88%d8%b1-%d9%88%d9%85%d8%ad%d9%85%d9%8a/
